resume_skills,jd_skills,projects,internships,certifications,cgpa,ats_score
power bi sql tableau statistics vector database data visualization python excel,python sql power bi excel tableau statistics data visualization,4,3,4,9.7,100.0
mlops deep learning pytorch python,python tensorflow pytorch deep learning nlp computer vision mlops,4,2,0,9.2,61.46
data analysis tableau numpy statistics machine learning pandas python tensorflow,python machine learning statistics pandas numpy tensorflow data analysis,2,2,5,8.1,96.55
power bi tableau statistics machine learning python excel,python sql power bi excel tableau statistics data visualization,3,0,2,7.0,66.07
power bi sql tableau numpy statistics data visualization python excel,python sql power bi excel tableau statistics data visualization,3,0,4,9.0,91.5
linux cloud security aws kubernetes,aws azure gcp cloud security terraform linux,1,2,2,8.8,52.9
linux terraform,aws azure gcp cloud security terraform linux,4,1,1,7.9,41.45
power bi tableau statistics data visualization excel,python sql power bi excel tableau statistics data visualization,3,1,0,9.2,67.17
power bi sql tableau statistics data visualization python excel,python sql power bi excel tableau statistics data visualization,5,1,4,8.9,98.45
data analysis mlops deep learning computer vision nlp tensorflow pytorch,python tensorflow pytorch deep learning nlp computer vision mlops,5,2,4,6.9,89.74
mlops deep learning computer vision pytorch nlp python tensorflow,python tensorflow pytorch deep learning nlp computer vision mlops,3,0,2,7.6,87.8
linux deep learning nlp tensorflow python pytorch,python tensorflow pytorch deep learning nlp computer vision mlops,4,0,1,7.1,66.62
statistics python mongodb sql,python sql power bi excel tableau statistics data visualization,3,3,0,7.2,50.74
machine learning data analysis,python machine learning statistics pandas numpy tensorflow data analysis,3,1,3,7.0,38.43
aws prompt engineering langchain javascript python,python llm rag langchain transformers vector database prompt engineering,5,0,3,9.6,51.44
github actions jenkins terraform kubernetes,docker kubernetes linux jenkins terraform github actions,1,0,3,9.4,61.2
numpy pandas,python machine learning statistics pandas numpy tensorflow data analysis,3,3,4,8.6,46.73
mlops deep learning computer vision nlp tensorflow python pytorch,python tensorflow pytorch deep learning nlp computer vision mlops,2,1,1,9.4,88.2
statistics python nlp dbms,python machine learning statistics pandas numpy tensorflow data analysis,4,1,5,8.2,44.03
power bi sql tableau data visualization python,python sql power bi excel tableau statistics data visualization,2,0,1,7.8,62.97
mlops deep learning computer vision pytorch nlp tensorflow,python tensorflow pytorch deep learning nlp computer vision mlops,4,2,1,8.8,84.19
python computer vision pytorch,python tensorflow pytorch deep learning nlp computer vision mlops,1,3,0,9.4,47.84
prompt engineering vector database,python llm rag langchain transformers vector database prompt engineering,1,2,4,9.5,40.18
azure cloud security linux aws terraform gcp jenkins,aws azure gcp cloud security terraform linux,3,1,2,7.5,90.75
github actions azure docker linux terraform dsa,docker kubernetes linux jenkins terraform github actions,3,2,3,7.5,70.25
java sql dbms,java dsa oops dbms system design sql,4,1,0,7.5,52.25
html data analysis numpy statistics oops machine learning tensorflow python pandas,python machine learning statistics pandas numpy tensorflow data analysis,3,0,5,9.2,93.1
sql dsa java computer vision dbms,java dsa oops dbms system design sql,2,0,1,7.7,59.35
react css mongodb express nodejs,react nodejs mongodb javascript html css express,2,0,0,6.6,50.16
nodejs computer vision nlp tensorflow python pytorch,python tensorflow pytorch deep learning nlp computer vision mlops,2,3,3,8.5,75.32
azure express cloud security linux aws terraform gcp oops,aws azure gcp cloud security terraform linux,4,0,1,7.6,88.3
gcp langchain mlops deep learning computer vision nlp python pytorch,python tensorflow pytorch deep learning nlp computer vision mlops,2,3,2,9.3,84.94
github actions jenkins terraform kubernetes,docker kubernetes linux jenkins terraform github actions,4,2,2,8.9,71.45
css mongodb express nodejs prompt engineering terraform javascript html,react nodejs mongodb javascript html css express,2,1,1,7.7,76.64
numpy machine learning tensorflow python pandas,python machine learning statistics pandas numpy tensorflow data analysis,4,1,0,7.3,68.22
azure cloud security linux nodejs terraform pandas,aws azure gcp cloud security terraform linux,3,0,2,9.4,63.7
power bi sql system design tableau statistics deep learning python,python sql power bi excel tableau statistics data visualization,1,1,1,8.4,64.27
power bi sql langchain dsa java,java dsa oops dbms system design sql,1,3,0,7.4,52.2
kubernetes docker data analysis linux terraform,docker kubernetes linux jenkins terraform github actions,1,0,2,7.6,46.3
azure cloud security aws terraform gcp data visualization,aws azure gcp cloud security terraform linux,4,3,5,8.7,91.35
nodejs langchain transformers vector database python,python llm rag langchain transformers vector database prompt engineering,2,0,1,7.3,52.01
statistics machine learning numpy,python machine learning statistics pandas numpy tensorflow data analysis,3,1,1,8.9,47.09
deep learning computer vision nlp python,python tensorflow pytorch deep learning nlp computer vision mlops,2,3,5,7.7,67.21
express react github actions javascript,react nodejs mongodb javascript html css express,5,0,2,9.3,49.79
data analysis numpy statistics machine learning pandas python tensorflow,python machine learning statistics pandas numpy tensorflow data analysis,1,3,5,6.5,96.75
terraform aws gcp,aws azure gcp cloud security terraform linux,5,2,4,7.7,63.35
power bi sql tableau numpy statistics data visualization python excel,python sql power bi excel tableau statistics data visualization,4,0,4,8.8,93.4
react css mongodb express nodejs deep learning javascript html,react nodejs mongodb javascript html css express,5,1,4,6.9,97.45
data analysis numpy gcp statistics tensorflow pandas,python machine learning statistics pandas numpy tensorflow data analysis,2,2,1,9.7,69.92
power bi sql tableau statistics data visualization python,python sql power bi excel tableau statistics data visualization,2,1,4,7.5,81.04
aws mlops deep learning computer vision oops python tensorflow,python tensorflow pytorch deep learning nlp computer vision mlops,1,0,0,8.6,59.87
react css,react nodejs mongodb javascript html css express,4,0,1,8.6,35.23
mongodb tableau css kubernetes,react nodejs mongodb javascript html css express,1,3,2,8.9,39.88
dsa java system design,java dsa oops dbms system design sql,3,1,0,7.7,50.35
power bi azure aws linux terraform gcp,aws azure gcp cloud security terraform linux,1,0,5,6.6,75.3
data analysis mlops deep learning computer vision python tensorflow,python tensorflow pytorch deep learning nlp computer vision mlops,2,2,2,6.6,69.87
azure cloud security linux aws terraform,aws azure gcp cloud security terraform linux,5,1,4,8.9,85.95
azure aws mlops deep learning computer vision nlp pytorch python tensorflow,python tensorflow pytorch deep learning nlp computer vision mlops,3,3,5,8.0,100.0
react mongodb express nodejs vector database statistics javascript,react nodejs mongodb javascript html css express,5,2,2,8.6,76.87
kubernetes docker linux terraform oops jenkins pytorch,docker kubernetes linux jenkins terraform github actions,4,3,1,9.7,85.85
mongodb numpy statistics machine learning python pandas,python machine learning statistics pandas numpy tensorflow data analysis,5,0,2,8.7,70.92
sql data analysis oops java dbms data visualization,java dsa oops dbms system design sql,3,1,2,8.1,66.05
github actions data analysis prompt engineering numpy statistics pandas,python machine learning statistics pandas numpy tensorflow data analysis,3,0,4,9.0,59.36
github actions azure cloud security aws linux terraform gcp,aws azure gcp cloud security terraform linux,3,2,4,9.4,97.7
css express nodejs javascript html,react nodejs mongodb javascript html css express,5,0,5,9.5,75.82
power bi sql tableau statistics data visualization python excel,python sql power bi excel tableau statistics data visualization,4,2,4,8.2,99.1
numpy statistics machine learning python pandas,python machine learning statistics pandas numpy tensorflow data analysis,4,3,1,9.3,76.72
power bi sql tableau statistics data visualization python,python sql power bi excel tableau statistics data visualization,5,0,2,7.4,80.99
rag system design sql oops java dsa dbms,java dsa oops dbms system design sql,1,2,0,8.2,87.1
docker computer vision linux terraform,docker kubernetes linux jenkins terraform github actions,2,0,5,7.0,52.5
langchain mlops deep learning computer vision pytorch nlp python excel tensorflow,python tensorflow pytorch deep learning nlp computer vision mlops,4,1,0,8.2,90.1
github actions react css mongodb pandas javascript html,react nodejs mongodb javascript html css express,2,2,5,9.0,75.57
rag transformers prompt engineering vector database,python llm rag langchain transformers vector database prompt engineering,1,1,4,7.4,57.56
power bi tableau statistics data visualization python excel,python sql power bi excel tableau statistics data visualization,5,2,0,9.0,84.79
mlops nlp tensorflow,python tensorflow pytorch deep learning nlp computer vision mlops,3,2,4,7.6,53.94
system design sql tableau statistics data visualization excel,python sql power bi excel tableau statistics data visualization,2,1,2,8.6,67.87
python numpy,python machine learning statistics pandas numpy tensorflow data analysis,4,3,5,9.3,50.58
data analysis vector database statistics machine learning pandas python tensorflow,python machine learning statistics pandas numpy tensorflow data analysis,3,2,3,9.0,85.29
docker github actions jenkins,docker kubernetes linux jenkins terraform github actions,5,0,0,8.0,51.5
css prompt engineering langchain llm transformers dbms,python llm rag langchain transformers vector database prompt engineering,1,0,0,8.1,48.91
oops prompt engineering docker dbms,java dsa oops dbms system design sql,2,0,4,8.5,39.25
rag nodejs langchain llm numpy transformers vector database python,python llm rag langchain transformers vector database prompt engineering,1,1,0,7.7,73.14
github actions linux kubernetes,docker kubernetes linux jenkins terraform github actions,3,1,4,7.2,56.1
prompt engineering llm langchain transformers vector database,python llm rag langchain transformers vector database prompt engineering,3,2,0,9.3,70.22
react css mongodb express nodejs,react nodejs mongodb javascript html css express,5,2,5,6.6,80.37
